MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans,iteration,persona,reasoning
An-ar-35_369,An-ar-35,Greece,"Who is the most popular sport commentator in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. anil sharma
B. ferdowsi pour
C. george thanailakis
D. huang jianxiang

Answer:","{
    ""A"": ""anil sharma"",
    ""B"": ""ferdowsi pour"",
    ""C"": ""george thanailakis"",
    ""D"": ""huang jianxiang""
}","{
    ""A"": ""Assam"",
    ""B"": ""Iran"",
    ""C"": ""Greece"",
    ""D"": ""China""
}",C,C,C,1,,
New-ha-66_478,New-ha-66,Greece,"What is the most popular wedding venue in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cancun
B. church
C. garden
D. house

Answer:","{
    ""A"": ""cancun"",
    ""B"": ""church"",
    ""C"": ""garden"",
    ""D"": ""house""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Greece"",
    ""C"": ""Iran"",
    ""D"": ""North_Korea""
}",B,B,B,1,,
New-en-76_1232,New-en-76,Greece,"Which airport in Greece is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. aminu kano
B. eleftherios venizelos
C. incheon international airport
D. mehrabad

Answer:","{
    ""A"": ""aminu kano"",
    ""B"": ""eleftherios venizelos"",
    ""C"": ""incheon international airport"",
    ""D"": ""mehrabad""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Greece"",
    ""C"": ""South_Korea"",
    ""D"": ""Iran""
}",B,B,B,1,,
Sa-en-13_1257,Sa-en-13,Greece,"What is the food that is most divisive (either love or hate) in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. coriander
B. okra
C. omelette with onion
D. tamale sandwich

Answer:","{
    ""A"": ""coriander"",
    ""B"": ""okra"",
    ""C"": ""omelette with onion"",
    ""D"": ""tamale sandwich""
}","{
    ""A"": ""China"",
    ""B"": ""Greece"",
    ""C"": ""Spain"",
    ""D"": ""Mexico""
}",B,C,C,1,,
New-en-87_4322,New-en-87,Greece,"What is the most famous historic landmark in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1821
B. borobudur temple.
C. holy family
D. sate building

Answer:","{
    ""A"": ""1821"",
    ""B"": ""borobudur temple."",
    ""C"": ""holy family"",
    ""D"": ""sate building""
}","{
    ""A"": ""Greece"",
    ""B"": ""Indonesia"",
    ""C"": ""Spain"",
    ""D"": ""West_Java""
}",A,A,A,1,,
Ji-ko-29_112,Ji-ko-29,Greece,"Which age's birthday is celebrated the most grandly in Greece's society? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 17
B. 18
C. 25
D. 30

Answer:","{
    ""A"": ""17"",
    ""B"": ""18"",
    ""C"": ""25"",
    ""D"": ""30""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Greece"",
    ""C"": ""Ethiopia"",
    ""D"": ""Assam""
}",B,B,B,1,,
Th-en-24_4019,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. guwahati
C. london
D. pangyo

Answer:","{
    ""A"": ""athens"",
    ""B"": ""guwahati"",
    ""C"": ""london"",
    ""D"": ""pangyo""
}","{
    ""A"": ""Greece"",
    ""B"": ""Assam"",
    ""C"": ""UK"",
    ""D"": ""South_Korea""
}",A,A,A,1,,
Th-en-11_1690,Th-en-11,Greece,"Who is the most popular sportperson in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ahmad musa
B. antetokounmpo
C. tiger woods
D. yao ming

Answer:","{
    ""A"": ""ahmad musa"",
    ""B"": ""antetokounmpo"",
    ""C"": ""tiger woods"",
    ""D"": ""yao ming""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Greece"",
    ""C"": ""US"",
    ""D"": ""China""
}",B,B,B,1,,
Th-en-09_172,Th-en-09,Greece,"What is the most popular tournament in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. acropolis rally
B. bordoloi trophy
C. ping pong
D. race

Answer:","{
    ""A"": ""acropolis rally"",
    ""B"": ""bordoloi trophy"",
    ""C"": ""ping pong"",
    ""D"": ""race""
}","{
    ""A"": ""Greece"",
    ""B"": ""Assam"",
    ""C"": ""China"",
    ""D"": ""Ethiopia""
}",A,A,A,1,,
Ca-sp-09_380,Ca-sp-09,Greece,"What do people from Greece usually eat for dessert? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chocolate
B. ice cream
C. jelly
D. judge

Answer:","{
    ""A"": ""chocolate"",
    ""B"": ""ice cream"",
    ""C"": ""jelly"",
    ""D"": ""judge""
}","{
    ""A"": ""Greece"",
    ""B"": ""US"",
    ""C"": ""Iran"",
    ""D"": ""Northern_Nigeria""
}",A,A,A,1,,
New-spme-05_867,New-spme-05,Greece,"What are the most popular sweets in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chocolate
B. haribo
C. kadaifi
D. marzipan

Answer:","{
    ""A"": ""chocolate"",
    ""B"": ""haribo"",
    ""C"": ""kadaifi"",
    ""D"": ""marzipan""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""UK"",
    ""C"": ""Greece"",
    ""D"": ""Mexico""
}",C,C,C,1,,
Th-en-24_3945,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. baku
C. kano
D. silicon valley

Answer:","{
    ""A"": ""athens"",
    ""B"": ""baku"",
    ""C"": ""kano"",
    ""D"": ""silicon valley""
}","{
    ""A"": ""Greece"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""US""
}",A,A,A,1,,
New-in-34_2386,New-in-34,Greece,"What region in Greece is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. andalusia
B. digboi
C. scotland
D. thasos

Answer:","{
    ""A"": ""andalusia"",
    ""B"": ""digboi"",
    ""C"": ""scotland"",
    ""D"": ""thasos""
}","{
    ""A"": ""Spain"",
    ""B"": ""Assam"",
    ""C"": ""UK"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-en-76_1203,New-en-76,Greece,"Which airport in Greece is the busiest during the holiday season? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. aminu kano
B. denpasar
C. eleftherios venizelos
D. heathrow

Answer:","{
    ""A"": ""aminu kano"",
    ""B"": ""denpasar"",
    ""C"": ""eleftherios venizelos"",
    ""D"": ""heathrow""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Indonesia"",
    ""C"": ""Greece"",
    ""D"": ""UK""
}",C,C,C,1,,
Th-en-15_60,Th-en-15,Greece,"What is the most popular winter sport in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hockey
B. running
C. skating
D. skiing

Answer:","{
    ""A"": ""hockey"",
    ""B"": ""running"",
    ""C"": ""skating"",
    ""D"": ""skiing""
}","{
    ""A"": ""US"",
    ""B"": ""Ethiopia"",
    ""C"": ""China"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-pe-85_2280,New-pe-85,Greece,"Where is the most popular tourist destination abroad for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. dubai
C. italy
D. tunisia

Answer:","{
    ""A"": ""china"",
    ""B"": ""dubai"",
    ""C"": ""italy"",
    ""D"": ""tunisia""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Greece"",
    ""D"": ""Algeria""
}",C,C,C,1,,
Ta-pe-37_1640,Ta-pe-37,Greece,"What is the common symbol of New Year's Eve that is usually found in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. firecrackers
B. pine tree
C. trumpet
D. vasilopita

Answer:","{
    ""A"": ""firecrackers"",
    ""B"": ""pine tree"",
    ""C"": ""trumpet"",
    ""D"": ""vasilopita""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Azerbaijan"",
    ""C"": ""West_Java"",
    ""D"": ""Greece""
}",D,D,D,1,,
Al-en-34_935,Al-en-34,Greece,"What do people do to celebrate New Year's Day in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. barbeque
B. cutting vasilopita.
C. light a torch
D. picnic

Answer:","{
    ""A"": ""barbeque"",
    ""B"": ""cutting vasilopita."",
    ""C"": ""light a torch"",
    ""D"": ""picnic""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Greece"",
    ""C"": ""Ethiopia"",
    ""D"": ""Assam""
}",B,B,B,1,,
New-ha-13_1260,New-ha-13,Greece,"Which is the most popular vegetable in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. carrots
B. chili pepper
C. radish
D. tomato

Answer:","{
    ""A"": ""carrots"",
    ""B"": ""chili pepper"",
    ""C"": ""radish"",
    ""D"": ""tomato""
}","{
    ""A"": ""UK"",
    ""B"": ""Mexico"",
    ""C"": ""North_Korea"",
    ""D"": ""Greece""
}",D,D,D,1,,
Th-en-45_254,Th-en-45,Greece,"What is the most popular weekday evening family activity in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. go grocery shopping
B. talk
C. television
D. watching tv

Answer:","{
    ""A"": ""go grocery shopping"",
    ""B"": ""talk"",
    ""C"": ""television"",
    ""D"": ""watching tv""
}","{
    ""A"": ""Spain"",
    ""B"": ""Assam"",
    ""C"": ""Greece"",
    ""D"": ""Indonesia""
}",C,C,C,1,,
Ji-ko-07_2094,Ji-ko-07,Greece,"What is the most famous private company in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. Google
B. pasha holding
C. public power corporation
D. zara

Answer:","{
    ""A"": ""Google"",
    ""B"": ""pasha holding"",
    ""C"": ""public power corporation"",
    ""D"": ""zara""
}","{
    ""A"": ""US"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Greece"",
    ""D"": ""Spain""
}",C,B,B,1,,
Sa-en-13_1333,Sa-en-13,Greece,"What is the food that is most divisive (either love or hate) in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. coriander
B. meat
C. okra
D. rice

Answer:","{
    ""A"": ""coriander"",
    ""B"": ""meat"",
    ""C"": ""okra"",
    ""D"": ""rice""
}","{
    ""A"": ""China"",
    ""B"": ""US"",
    ""C"": ""Greece"",
    ""D"": ""Northern_Nigeria""
}",C,A,A,1,,
Sa-en-16_2386,Sa-en-16,Greece,"What is the most popular soccer team among the people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. giorgis sport club
B. guangzhou fc
C. olympiacos
D. persepolis

Answer:","{
    ""A"": ""giorgis sport club"",
    ""B"": ""guangzhou fc"",
    ""C"": ""olympiacos"",
    ""D"": ""persepolis""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""Greece"",
    ""D"": ""Iran""
}",C,C,C,1,,
New-ha-08_84,New-ha-08,Greece,"What food is typically disliked by children but enjoyed by the elderly in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. brussels sprouts
B. chickpeas
C. stir-fried vegetables
D. tuwo

Answer:","{
    ""A"": ""brussels sprouts"",
    ""B"": ""chickpeas"",
    ""C"": ""stir-fried vegetables"",
    ""D"": ""tuwo""
}","{
    ""A"": ""UK"",
    ""B"": ""Greece"",
    ""C"": ""South_Korea"",
    ""D"": ""Northern_Nigeria""
}",B,A,A,1,,
New-su-01_1179,New-su-01,Greece,"What snacks are usually sold in front of schools in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. biscuits
B. koulouri
C. pizza
D. pork rinds

Answer:","{
    ""A"": ""biscuits"",
    ""B"": ""koulouri"",
    ""C"": ""pizza"",
    ""D"": ""pork rinds""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Greece"",
    ""C"": ""Algeria"",
    ""D"": ""Mexico""
}",B,B,B,1,,
Sa-en-16_2271,Sa-en-16,Greece,"What is the most popular soccer team among the people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. giorgis sport club
B. madrid
C. not-applicable
D. olympiacos

Answer:","{
    ""A"": ""giorgis sport club"",
    ""B"": ""madrid"",
    ""C"": ""not-applicable"",
    ""D"": ""olympiacos""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Spain"",
    ""C"": ""US"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-az-26_82,New-az-26,Greece,"Who is the most popular martial arts player in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. iko uwais
B. jet li
C. kim dong-hyun
D. michalis zambidis

Answer:","{
    ""A"": ""iko uwais"",
    ""B"": ""jet li"",
    ""C"": ""kim dong-hyun"",
    ""D"": ""michalis zambidis""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""China"",
    ""C"": ""South_Korea"",
    ""D"": ""Greece""
}",D,D,D,1,,
Ji-ko-07_2027,Ji-ko-07,Greece,"What is the most famous private company in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cevital
B. dangote company
C. midroc
D. public power corporation

Answer:","{
    ""A"": ""cevital"",
    ""B"": ""dangote company"",
    ""C"": ""midroc"",
    ""D"": ""public power corporation""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Greece""
}",D,A,A,1,,
Th-en-24_3969,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. baku
C. guwahati
D. kano

Answer:","{
    ""A"": ""athens"",
    ""B"": ""baku"",
    ""C"": ""guwahati"",
    ""D"": ""kano""
}","{
    ""A"": ""Greece"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Assam"",
    ""D"": ""Northern_Nigeria""
}",A,A,A,1,,
New-pe-11_1040,New-pe-11,Greece,"What is the most common spice/herb used in dishes from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. garlic
B. oregano
C. turmeric
D. wormseed

Answer:","{
    ""A"": ""garlic"",
    ""B"": ""oregano"",
    ""C"": ""turmeric"",
    ""D"": ""wormseed""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Greece"",
    ""C"": ""Indonesia"",
    ""D"": ""Mexico""
}",B,B,B,1,,
New-su-82_146,New-su-82,Greece,"What clothes do brides usually wear at weddings in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. business suit
B. karakou
C. velo
D. wedding dress

Answer:","{
    ""A"": ""business suit"",
    ""B"": ""karakou"",
    ""C"": ""velo"",
    ""D"": ""wedding dress""
}","{
    ""A"": ""dummy"",
    ""B"": ""Algeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-su-86_101,New-su-86,Greece,"What is the most famous government building in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. great hall of the people
B. parliament
C. sydney opera house
D. white house

Answer:","{
    ""A"": ""great hall of the people"",
    ""B"": ""parliament"",
    ""C"": ""sydney opera house"",
    ""D"": ""white house""
}","{
    ""A"": ""China"",
    ""B"": ""Greece"",
    ""C"": ""dummy"",
    ""D"": ""US""
}",B,B,B,1,,
Na-ko-37_823,Na-ko-37,Greece,"What is the most popular domestic vacation spot for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. baekdusan
B. cancun
C. caspian sea coast
D. halkidiki

Answer:","{
    ""A"": ""baekdusan"",
    ""B"": ""cancun"",
    ""C"": ""caspian sea coast"",
    ""D"": ""halkidiki""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Mexico"",
    ""C"": ""Iran"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-gr-58_162,New-gr-58,Greece,"Which job is considered underpaid in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. all
B. cleaner
C. software engineer
D. waiter

Answer:","{
    ""A"": ""all"",
    ""B"": ""cleaner"",
    ""C"": ""software engineer"",
    ""D"": ""waiter""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Spain"",
    ""C"": ""dummy"",
    ""D"": ""Greece""
}",D,A,A,1,,
New-pe-86_244,New-pe-86,Greece,"What is the name of the most famous tower in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. harar barrage
B. oriental pearl
C. shiva temple
D. white

Answer:","{
    ""A"": ""harar barrage"",
    ""B"": ""oriental pearl"",
    ""C"": ""shiva temple"",
    ""D"": ""white""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""Assam"",
    ""D"": ""Greece""
}",D,D,D,1,,
Ki-pe-32_111,Ki-pe-32,Greece,"What food do the hosts usually prepare for the guests in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. arrangement of rice
B. dolma
C. mole
D. moussaka

Answer:","{
    ""A"": ""arrangement of rice"",
    ""B"": ""dolma"",
    ""C"": ""mole"",
    ""D"": ""moussaka""
}","{
    ""A"": ""Assam"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Mexico"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-pe-85_2282,New-pe-85,Greece,"Where is the most popular tourist destination abroad for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. italy
B. malaysia
C. mexico
D. tunisia

Answer:","{
    ""A"": ""italy"",
    ""B"": ""malaysia"",
    ""C"": ""mexico"",
    ""D"": ""tunisia""
}","{
    ""A"": ""Greece"",
    ""B"": ""Indonesia"",
    ""C"": ""US"",
    ""D"": ""Algeria""
}",A,A,A,1,,
New-ko-07_44,New-ko-07,Greece,"What is the customary symbol of condolence used at funerals in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. black clothes
B. not-applicable
C. origami crane
D. verbal condolence

Answer:","{
    ""A"": ""black clothes"",
    ""B"": ""not-applicable"",
    ""C"": ""origami crane"",
    ""D"": ""verbal condolence""
}","{
    ""A"": ""Greece"",
    ""B"": ""Algeria"",
    ""C"": ""dummy"",
    ""D"": ""Iran""
}",A,B,B,1,,
Th-en-24_4027,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. london
C. pangyo
D. shenzhen

Answer:","{
    ""A"": ""athens"",
    ""B"": ""london"",
    ""C"": ""pangyo"",
    ""D"": ""shenzhen""
}","{
    ""A"": ""Greece"",
    ""B"": ""UK"",
    ""C"": ""South_Korea"",
    ""D"": ""China""
}",A,A,A,1,,
Th-en-39_427,Th-en-39,Greece,"What is a popular family game in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hide and seek
B. mexican bingo
C. monopoly
D. yutnori

Answer:","{
    ""A"": ""hide and seek"",
    ""B"": ""mexican bingo"",
    ""C"": ""monopoly"",
    ""D"": ""yutnori""
}","{
    ""A"": ""China"",
    ""B"": ""Mexico"",
    ""C"": ""Greece"",
    ""D"": ""South_Korea""
}",C,C,C,1,,
Th-en-12_2058,Th-en-12,Greece,"In which sport has Greece been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. archery
B. taekwondo
C. water polo
D. weightlifting

Answer:","{
    ""A"": ""archery"",
    ""B"": ""taekwondo"",
    ""C"": ""water polo"",
    ""D"": ""weightlifting""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Mexico"",
    ""C"": ""Greece"",
    ""D"": ""North_Korea""
}",C,C,C,1,,
Th-en-11_1602,Th-en-11,Greece,"Who is the most popular sportperson in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ali daei
B. antetokounmpo
C. haile g/selassie
D. yao ming

Answer:","{
    ""A"": ""ali daei"",
    ""B"": ""antetokounmpo"",
    ""C"": ""haile g/selassie"",
    ""D"": ""yao ming""
}","{
    ""A"": ""Iran"",
    ""B"": ""Greece"",
    ""C"": ""Ethiopia"",
    ""D"": ""China""
}",B,B,B,1,,
New-ha-13_1164,New-ha-13,Greece,"Which is the most popular vegetable in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cabbage
B. carrots
C. mustard greens
D. tomato

Answer:","{
    ""A"": ""cabbage"",
    ""B"": ""carrots"",
    ""C"": ""mustard greens"",
    ""D"": ""tomato""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""UK"",
    ""C"": ""Assam"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-ha-13_1377,New-ha-13,Greece,"Which is the most popular vegetable in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cucumber
B. green beans
C. mustard greens
D. potatoes

Answer:","{
    ""A"": ""cucumber"",
    ""B"": ""green beans"",
    ""C"": ""mustard greens"",
    ""D"": ""potatoes""
}","{
    ""A"": ""Greece"",
    ""B"": ""Indonesia"",
    ""C"": ""Assam"",
    ""D"": ""Algeria""
}",A,A,A,1,,
New-pe-85_2321,New-pe-85,Greece,"Where is the most popular tourist destination abroad for people from Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. italy
C. mexico
D. switzerland

Answer:","{
    ""A"": ""china"",
    ""B"": ""italy"",
    ""C"": ""mexico"",
    ""D"": ""switzerland""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Greece"",
    ""C"": ""US"",
    ""D"": ""Assam""
}",B,B,B,1,,
Ji-ko-07_2022,Ji-ko-07,Greece,"What is the most famous private company in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. iran khodro
B. modelo group
C. public power corporation
D. samsung

Answer:","{
    ""A"": ""iran khodro"",
    ""B"": ""modelo group"",
    ""C"": ""public power corporation"",
    ""D"": ""samsung""
}","{
    ""A"": ""Iran"",
    ""B"": ""Mexico"",
    ""C"": ""Greece"",
    ""D"": ""South_Korea""
}",C,C,C,1,,
New-en-87_4410,New-en-87,Greece,"What is the most famous historic landmark in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. axum
B. gyeongbokgung palace
C. parthenon
D. rang ghar

Answer:","{
    ""A"": ""axum"",
    ""B"": ""gyeongbokgung palace"",
    ""C"": ""parthenon"",
    ""D"": ""rang ghar""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""South_Korea"",
    ""C"": ""Greece"",
    ""D"": ""Assam""
}",C,C,C,1,,
Th-en-24_4129,Th-en-24,Greece,"What region in Greece is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. algiers
B. athens
C. guwahati
D. mexico city

Answer:","{
    ""A"": ""algiers"",
    ""B"": ""athens"",
    ""C"": ""guwahati"",
    ""D"": ""mexico city""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Greece"",
    ""C"": ""Assam"",
    ""D"": ""Mexico""
}",B,B,B,1,,
Ki-pe-32_249,Ki-pe-32,Greece,"What food do the hosts usually prepare for the guests in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. arrangement of rice
B. dolma
C. oven baked chicken
D. sweets

Answer:","{
    ""A"": ""arrangement of rice"",
    ""B"": ""dolma"",
    ""C"": ""oven baked chicken"",
    ""D"": ""sweets""
}","{
    ""A"": ""Assam"",
    ""B"": ""Azerbaijan"",
    ""C"": ""Greece"",
    ""D"": ""Algeria""
}",C,B,B,1,,
New-su-01_1198,New-su-01,Greece,"What snacks are usually sold in front of schools in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cilok
B. koulouri
C. maggi
D. pork rinds

Answer:","{
    ""A"": ""cilok"",
    ""B"": ""koulouri"",
    ""C"": ""maggi"",
    ""D"": ""pork rinds""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Greece"",
    ""C"": ""Assam"",
    ""D"": ""Mexico""
}",B,B,B,1,,
Nu-in-40_3010,Nu-in-40,Greece,"Which city is the main destination for job seekers in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. algiers
B. athens
C. bekasi
D. tehran

Answer:","{
    ""A"": ""algiers"",
    ""B"": ""athens"",
    ""C"": ""bekasi"",
    ""D"": ""tehran""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Greece"",
    ""C"": ""West_Java"",
    ""D"": ""Iran""
}",B,B,B,1,,
New-gr-15_1534,New-gr-15,Greece,"What is the most popular traditional dessert in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chopped meat
B. dodol
C. dziriet
D. galaktoboureko

Answer:","{
    ""A"": ""chopped meat"",
    ""B"": ""dodol"",
    ""C"": ""dziriet"",
    ""D"": ""galaktoboureko""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""West_Java"",
    ""C"": ""Algeria"",
    ""D"": ""Greece""
}",D,D,D,1,,
New-ch-17_17,New-ch-17,Greece,"What extreme sport do people generally wish to try the most in Greece? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bungee jumping
B. cricket
C. rock climbing
D. soccer

Answer:","{
    ""A"": ""bungee jumping"",
    ""B"": ""cricket"",
    ""C"": ""rock climbing"",
    ""D"": ""soccer""
}","{
    ""A"": ""Greece"",
    ""B"": ""Assam"",
    ""C"": ""Indonesia"",
    ""D"": ""Ethiopia""
}",A,C,C,1,,
