MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans
New-ch-70_398,New-ch-70,North_Korea,"What compulsory courses do university students have in common in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. english
B. environmental study
C. indonesian language
D. revolutionary history

Answer:","{
    ""A"": ""english"",
    ""B"": ""environmental study"",
    ""C"": ""indonesian language"",
    ""D"": ""revolutionary history""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Assam"",
    ""C"": ""West_Java"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
New-ha-07_3228,New-ha-07,North_Korea,"What food originated from North Korea and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fish & chips
B. gimchi
C. gyro
D. spanish omelette

Answer:","{
    ""A"": ""fish & chips"",
    ""B"": ""gimchi"",
    ""C"": ""gyro"",
    ""D"": ""spanish omelette""
}","{
    ""A"": ""UK"",
    ""B"": ""North_Korea"",
    ""C"": ""Greece"",
    ""D"": ""Spain""
}",B,"{""answer_choice"": ""B""}",B
Th-en-48_526,Th-en-48,North_Korea,"What is the highest grade given to top-achieving high school students on assignments and exams in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 1
B. 10
C. 100
D. certificate of merit

Answer:","{
    ""A"": ""1"",
    ""B"": ""10"",
    ""C"": ""100"",
    ""D"": ""certificate of merit""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Spain"",
    ""C"": ""Indonesia"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"":""C""}",C
Ta-pe-22_180,Ta-pe-22,North_Korea,"Which daily exercise is popular among women in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. jogging
B. knitting
C. pilates
D. rhythmic gymnastics

Answer:","{
    ""A"": ""jogging"",
    ""B"": ""knitting"",
    ""C"": ""pilates"",
    ""D"": ""rhythmic gymnastics""
}","{
    ""A"": ""US"",
    ""B"": ""dummy"",
    ""C"": ""South_Korea"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
New-spme-04_1765,New-spme-04,North_Korea,"Which agricultural product is exported most often in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. corn
B. millet
C. not-applicable
D. vegetable

Answer:","{
    ""A"": ""corn"",
    ""B"": ""millet"",
    ""C"": ""not-applicable"",
    ""D"": ""vegetable""
}","{
    ""A"": ""US"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"":""B""}",B
Ji-ko-14_2095,Ji-ko-14,North_Korea,"What is the representative export item of North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. automobile
B. corn
C. lumber
D. tea leaf

Answer:","{
    ""A"": ""automobile"",
    ""B"": ""corn"",
    ""C"": ""lumber"",
    ""D"": ""tea leaf""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""US"",
    ""C"": ""North_Korea"",
    ""D"": ""Assam""
}",C,"{""answer_choice"": ""B""}",B
New-pe-76_268,New-pe-76,North_Korea,"What is a popular activity to do in parks in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. badminton
B. frisbee
C. playing soccer
D. walk

Answer:","{
    ""A"": ""badminton"",
    ""B"": ""frisbee"",
    ""C"": ""playing soccer"",
    ""D"": ""walk""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""US"",
    ""C"": ""Mexico"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"":""D""}",D
Sa-en-16_3135,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. america
B. april 25 national defence sports club
C. madrid
D. olympiacos

Answer:","{
    ""A"": ""america"",
    ""B"": ""april 25 national defence sports club"",
    ""C"": ""madrid"",
    ""D"": ""olympiacos""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Spain"",
    ""D"": ""Greece""
}",B,"{""answer_choice"": ""B""}",B
Sa-en-16_3142,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. america
B. april 25 national defence sports club
C. ethiopian coffee
D. madrid

Answer:","{
    ""A"": ""america"",
    ""B"": ""april 25 national defence sports club"",
    ""C"": ""ethiopian coffee"",
    ""D"": ""madrid""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Ethiopia"",
    ""D"": ""Spain""
}",B,"{""answer_choice"":""B""}",B
New-spme-65_731,New-spme-65,North_Korea,"What is the most popular way to celebrate Independence Day in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. parade
B. participation in national events
C. party and food
D. traditional bravary song

Answer:","{
    ""A"": ""parade"",
    ""B"": ""participation in national events"",
    ""C"": ""party and food"",
    ""D"": ""traditional bravary song""
}","{
    ""A"": ""Greece"",
    ""B"": ""North_Korea"",
    ""C"": ""Mexico"",
    ""D"": ""Ethiopia""
}",B,"{""answer_choice"":""B""}",B
Sa-en-16_3337,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. april 25 national defence sports club
B. man united, Man Utd, manchester utd
C. persib
D. tottenham

Answer:","{
    ""A"": ""april 25 national defence sports club"",
    ""B"": ""man united, Man Utd, manchester utd"",
    ""C"": ""persib"",
    ""D"": ""tottenham""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""UK"",
    ""C"": ""West_Java"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"":""A""}",A
Ni-en-20_682,Ni-en-20,North_Korea,"At what age do most people start working in North Korea? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 18
B. 23
C. 27
D. 30

Answer:","{
    ""A"": ""18"",
    ""B"": ""23"",
    ""C"": ""27"",
    ""D"": ""30""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Algeria"",
    ""C"": ""Assam"",
    ""D"": ""Northern_Nigeria""
}",A,"{""answer_choice"":""A""}",A
New-ha-07_3208,New-ha-07,North_Korea,"What food originated from North Korea and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. gimchi
B. injera
C. not-applicable
D. pork belly

Answer:","{
    ""A"": ""gimchi"",
    ""B"": ""injera"",
    ""C"": ""not-applicable"",
    ""D"": ""pork belly""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Azerbaijan"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"":""A""}",A
Na-ko-37_1241,Na-ko-37,North_Korea,"What is the most popular domestic vacation spot for people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bali
B. bejaia
C. florida
D. mount myohyang

Answer:","{
    ""A"": ""bali"",
    ""B"": ""bejaia"",
    ""C"": ""florida"",
    ""D"": ""mount myohyang""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Algeria"",
    ""C"": ""US"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D. mount myohyang""}",D
New-ha-09_1202,New-ha-09,North_Korea,"What cooking utensil is most commonly used in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. knife
B. oil
C. plate
D. spatula

Answer:","{
    ""A"": ""knife"",
    ""B"": ""oil"",
    ""C"": ""plate"",
    ""D"": ""spatula""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""Azerbaijan"",
    ""D"": ""US""
}",A,"{""answer_choice"": ""A""}",A
New-az-05_532,New-az-05,North_Korea,"What is the most famous region for alcohol production in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. jalisco
B. pyongyang
C. scotland
D. sichuan

Answer:","{
    ""A"": ""jalisco"",
    ""B"": ""pyongyang"",
    ""C"": ""scotland"",
    ""D"": ""sichuan""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""UK"",
    ""D"": ""China""
}",B,"{""answer_choice"": ""B""}",B
Na-ko-33_634,Na-ko-33,North_Korea,"What symbolic food do people from North Korea eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. grapes
B. not-applicable
C. rice cake
D. tangyuan

Answer:","{
    ""A"": ""grapes"",
    ""B"": ""not-applicable"",
    ""C"": ""rice cake"",
    ""D"": ""tangyuan""
}","{
    ""A"": ""Spain"",
    ""B"": ""Iran"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"":""C""}",C
New-en-79_3764,New-en-79,North_Korea,"Which region of North Korea is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis abeba
B. beijing
C. jorhat
D. pyongyang

Answer:","{
    ""A"": ""addis abeba"",
    ""B"": ""beijing"",
    ""C"": ""jorhat"",
    ""D"": ""pyongyang""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""Assam"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
Gu-ch-32_218,Gu-ch-32,North_Korea,"What is the duration of compulsory education in years in North Korea? (Provide Arabic numerals (e.g., 12) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 12
B. 14
C. 15
D. 9

Answer:","{
    ""A"": ""12"",
    ""B"": ""14"",
    ""C"": ""15"",
    ""D"": ""9""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Assam"",
    ""C"": ""Mexico"",
    ""D"": ""China""
}",A,"{""answer_choice"": ""B""}",B
Jo-sp-19_3338,Jo-sp-19,North_Korea,"What region in North Korea has been traditionally associated with agriculture? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. honam
B. hwanghae province
C. jigawa
D. the south of the country

Answer:","{
    ""A"": ""honam"",
    ""B"": ""hwanghae province"",
    ""C"": ""jigawa"",
    ""D"": ""the south of the country""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""North_Korea"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Mexico""
}",B,"{""answer_choice"": ""A""}",A
Th-en-12_2814,Th-en-12,North_Korea,"In which sport has North Korea been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. basketball
B. boxing
C. karate
D. weightlifting

Answer:","{
    ""A"": ""basketball"",
    ""B"": ""boxing"",
    ""C"": ""karate"",
    ""D"": ""weightlifting""
}","{
    ""A"": ""US"",
    ""B"": ""Assam"",
    ""C"": ""Azerbaijan"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""D""}",D
Ta-pe-21_154,Ta-pe-21,North_Korea,"Where do children usually play soccer in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. in the field
B. school playground
C. square
D. swimming pool

Answer:","{
    ""A"": ""in the field"",
    ""B"": ""school playground"",
    ""C"": ""square"",
    ""D"": ""swimming pool""
}","{
    ""A"": ""West_Java"",
    ""B"": ""North_Korea"",
    ""C"": ""Spain"",
    ""D"": ""dummy""
}",B,"{""answer_choice"": ""B""}",B
New-ha-07_3145,New-ha-07,North_Korea,"What food originated from North Korea and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. burgers
B. fish & chips
C. gimchi
D. tacos

Answer:","{
    ""A"": ""burgers"",
    ""B"": ""fish & chips"",
    ""C"": ""gimchi"",
    ""D"": ""tacos""
}","{
    ""A"": ""US"",
    ""B"": ""UK"",
    ""C"": ""North_Korea"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"": ""C""}",C
Na-ko-09_353,Na-ko-09,North_Korea,"What side dish is the most commonly served on a dining table in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. chili sauce
B. gimchi
C. rice
D. salad

Answer:","{
    ""A"": ""chili sauce"",
    ""B"": ""gimchi"",
    ""C"": ""rice"",
    ""D"": ""salad""
}","{
    ""A"": ""West_Java"",
    ""B"": ""North_Korea"",
    ""C"": ""Northern_Nigeria"",
    ""D"": ""Algeria""
}",B,"{""answer_choice"":""B""}",B
New-en-79_3653,New-en-79,North_Korea,"Which region of North Korea is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis abeba
B. new york city
C. pyongyang
D. tehran

Answer:","{
    ""A"": ""addis abeba"",
    ""B"": ""new york city"",
    ""C"": ""pyongyang"",
    ""D"": ""tehran""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""US"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""C""}",C
New-su-33_122,New-su-33,North_Korea,"What is the common dress code for school teachers in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. apron
B. batik
C. neat clothes
D. white gown

Answer:","{
    ""A"": ""apron"",
    ""B"": ""batik"",
    ""C"": ""neat clothes"",
    ""D"": ""white gown""
}","{
    ""A"": ""Algeria"",
    ""B"": ""Indonesia"",
    ""C"": ""North_Korea"",
    ""D"": ""Ethiopia""
}",C,"{""answer_choice"":""C""}",C
New-ko-01_994,New-ko-01,North_Korea,"What is the most popular children's animation that is commonly watched by kids in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. boy general
B. ethiopia children
C. motu patlu
D. pororo

Answer:","{
    ""A"": ""boy general"",
    ""B"": ""ethiopia children"",
    ""C"": ""motu patlu"",
    ""D"": ""pororo""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Assam"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"":""D. pororo""}",D
New-ch-23_271,New-ch-23,North_Korea,"Who is the most famous table tennis player in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. anton suseno
B. he zhi wen
C. li bun-hui
D. noshad alamiyan

Answer:","{
    ""A"": ""anton suseno"",
    ""B"": ""he zhi wen"",
    ""C"": ""li bun-hui"",
    ""D"": ""noshad alamiyan""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""Spain"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""C""}",C
Na-ko-33_632,Na-ko-33,North_Korea,"What symbolic food do people from North Korea eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. black eyed peas
B. not-applicable
C. rice cake
D. tangyuan

Answer:","{
    ""A"": ""black eyed peas"",
    ""B"": ""not-applicable"",
    ""C"": ""rice cake"",
    ""D"": ""tangyuan""
}","{
    ""A"": ""US"",
    ""B"": ""Iran"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"": ""C""}",C
New-su-17_801,New-su-17,North_Korea,"What sports facilities are generally available in parks in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athletics federation
B. badminton
C. parallel bars
D. soccer fields

Answer:","{
    ""A"": ""athletics federation"",
    ""B"": ""badminton"",
    ""C"": ""parallel bars"",
    ""D"": ""soccer fields""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""South_Korea"",
    ""C"": ""North_Korea"",
    ""D"": ""Mexico""
}",C,"{""answer_choice"": ""D""}",D
New-am-27_1691,New-am-27,North_Korea,"Who is the most popular female sportperson in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. jeong seong-ok
B. rahama sadau
C. serena williams
D. yuna kim

Answer:","{
    ""A"": ""jeong seong-ok"",
    ""B"": ""rahama sadau"",
    ""C"": ""serena williams"",
    ""D"": ""yuna kim""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""US"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"": ""A""}",A
New-ch-23_250,New-ch-23,North_Korea,"Who is the most famous table tennis player in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. anton suseno
B. hyun jung-hwa
C. li bun-hui
D. noshad alamiyan

Answer:","{
    ""A"": ""anton suseno"",
    ""B"": ""hyun jung-hwa"",
    ""C"": ""li bun-hui"",
    ""D"": ""noshad alamiyan""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""South_Korea"",
    ""C"": ""North_Korea"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""B""}",B
New-su-88_308,New-su-88,North_Korea,"What is the most popular music genre among the younger population in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. ballad
B. bihu
C. korean pop music
D. rai

Answer:","{
    ""A"": ""ballad"",
    ""B"": ""bihu"",
    ""C"": ""korean pop music"",
    ""D"": ""rai""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""Algeria""
}",C,"{""answer_choice"":""C""}",C
Na-ko-33_1007,Na-ko-33,North_Korea,"What symbolic food do people from North Korea eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. not-applicable
B. rice cake soup
C. turkey
D. vasilopita

Answer:","{
    ""A"": ""not-applicable"",
    ""B"": ""rice cake soup"",
    ""C"": ""turkey"",
    ""D"": ""vasilopita""
}","{
    ""A"": ""Iran"",
    ""B"": ""North_Korea"",
    ""C"": ""Mexico"",
    ""D"": ""Greece""
}",B,"{""answer_choice"":""B""}",B
New-in-80_863,New-in-80,North_Korea,"What is the most famous theme park in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. entoto
B. everland
C. munsu water park
D. not-applicable

Answer:","{
    ""A"": ""entoto"",
    ""B"": ""everland"",
    ""C"": ""munsu water park"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""South_Korea"",
    ""C"": ""North_Korea"",
    ""D"": ""Azerbaijan""
}",C,"{""answer_choice"": ""B""}",B
New-ko-01_952,New-ko-01,North_Korea,"What is the most popular children's animation that is commonly watched by kids in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bluey
B. boy general
C. doraemon
D. paw patrol

Answer:","{
    ""A"": ""bluey"",
    ""B"": ""boy general"",
    ""C"": ""doraemon"",
    ""D"": ""paw patrol""
}","{
    ""A"": ""Mexico"",
    ""B"": ""North_Korea"",
    ""C"": ""Indonesia"",
    ""D"": ""Spain""
}",B,"{""answer_choice"": ""B""}",B
New-in-80_856,New-in-80,North_Korea,"What is the most famous theme park in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dunia fantasi
B. everland
C. munsu water park
D. not-applicable

Answer:","{
    ""A"": ""dunia fantasi"",
    ""B"": ""everland"",
    ""C"": ""munsu water park"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""Indonesia"",
    ""B"": ""South_Korea"",
    ""C"": ""North_Korea"",
    ""D"": ""Azerbaijan""
}",C,"{""answer_choice"": ""C""}",C
New-en-87_5718,New-en-87,North_Korea,"What is the most famous historic landmark in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. geumgang mountatin
B. gyeongbokgung palace
C. holy family
D. rang ghar

Answer:","{
    ""A"": ""geumgang mountatin"",
    ""B"": ""gyeongbokgung palace"",
    ""C"": ""holy family"",
    ""D"": ""rang ghar""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""South_Korea"",
    ""C"": ""Spain"",
    ""D"": ""Assam""
}",A,"{""answer_choice"": ""A""}",A
New-gr-24_294,New-gr-24,North_Korea,"What is the most popular track and field sport in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 100 metres
B. long jump
C. running
D. swimming

Answer:","{
    ""A"": ""100 metres"",
    ""B"": ""long jump"",
    ""C"": ""running"",
    ""D"": ""swimming""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Greece"",
    ""C"": ""UK"",
    ""D"": ""West_Java""
}",A,"{""answer_choice"": ""A""}",A
Ji-ko-44_874,Ji-ko-44,North_Korea,"Which region (within a city) in North Korea has the highest academic fervor? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. beijing
B. oxford
C. pyongyang
D. sumgait

Answer:","{
    ""A"": ""beijing"",
    ""B"": ""oxford"",
    ""C"": ""pyongyang"",
    ""D"": ""sumgait""
}","{
    ""A"": ""China"",
    ""B"": ""UK"",
    ""C"": ""North_Korea"",
    ""D"": ""Azerbaijan""
}",C,"{""answer_choice"": ""C""}",C
Sa-en-16_3271,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. april 25 national defence sports club
B. guangzhou fc
C. olympiacos
D. persib

Answer:","{
    ""A"": ""april 25 national defence sports club"",
    ""B"": ""guangzhou fc"",
    ""C"": ""olympiacos"",
    ""D"": ""persib""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""China"",
    ""C"": ""Greece"",
    ""D"": ""West_Java""
}",A,"{""answer_choice"":""A""}",A
Na-ko-33_1039,Na-ko-33,North_Korea,"What symbolic food do people from North Korea eat on (Lunar) New Year? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. black eyed peas
B. dumpling soup
C. fish
D. not-applicable

Answer:","{
    ""A"": ""black eyed peas"",
    ""B"": ""dumpling soup"",
    ""C"": ""fish"",
    ""D"": ""not-applicable""
}","{
    ""A"": ""US"",
    ""B"": ""North_Korea"",
    ""C"": ""Indonesia"",
    ""D"": ""Iran""
}",B,"{""answer_choice"":""C""}",C
New-ko-01_1172,New-ko-01,North_Korea,"What is the most popular children's animation that is commonly watched by kids in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bluey
B. doraemon
C. motu patlu
D. squirrel and hedgehog

Answer:","{
    ""A"": ""bluey"",
    ""B"": ""doraemon"",
    ""C"": ""motu patlu"",
    ""D"": ""squirrel and hedgehog""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Indonesia"",
    ""C"": ""Assam"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"": ""B""}",B
Sa-en-16_3288,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. april 25 national defence sports club
B. mca
C. not-applicable
D. olympiacos

Answer:","{
    ""A"": ""april 25 national defence sports club"",
    ""B"": ""mca"",
    ""C"": ""not-applicable"",
    ""D"": ""olympiacos""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Algeria"",
    ""C"": ""US"",
    ""D"": ""Greece""
}",A,"{""answer_choice"":""A""}",A
Th-en-19_3881,Th-en-19,North_Korea,"What is a city or region in North Korea known for manufacturing industry? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. athens
B. combolcha
C. pyongyang
D. shenzhen

Answer:","{
    ""A"": ""athens"",
    ""B"": ""combolcha"",
    ""C"": ""pyongyang"",
    ""D"": ""shenzhen""
}","{
    ""A"": ""Greece"",
    ""B"": ""Ethiopia"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"":""B""}",B
New-pe-85_2830,New-pe-85,North_Korea,"Where is the most popular tourist destination abroad for people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. china
B. london
C. tunisia
D. turkey

Answer:","{
    ""A"": ""china"",
    ""B"": ""london"",
    ""C"": ""tunisia"",
    ""D"": ""turkey""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Spain"",
    ""C"": ""Algeria"",
    ""D"": ""Azerbaijan""
}",A,"{""answer_choice"": ""A""}",A
Sa-en-16_3197,Sa-en-16,North_Korea,"What is the most popular soccer team among the people from North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. april 25 national defence sports club
B. ethiopian coffee
C. madrid
D. persija

Answer:","{
    ""A"": ""april 25 national defence sports club"",
    ""B"": ""ethiopian coffee"",
    ""C"": ""madrid"",
    ""D"": ""persija""
}","{
    ""A"": ""North_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Spain"",
    ""D"": ""Indonesia""
}",A,"{""answer_choice"": ""A""}",A
Jo-sp-02_693,Jo-sp-02,North_Korea,"What is the most popular sport played without a ball in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. archery
B. chinese chess
C. hockey
D. taekwondo

Answer:","{
    ""A"": ""archery"",
    ""B"": ""chinese chess"",
    ""C"": ""hockey"",
    ""D"": ""taekwondo""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""China"",
    ""C"": ""US"",
    ""D"": ""North_Korea""
}",D,"{""answer_choice"":""A""}",A
New-en-90_1819,New-en-90,North_Korea,"What is the most famous hotel brand in North Korea? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. four seasons
B. gulmohar grand
C. koryo hotel
D. sheraton

Answer:","{
    ""A"": ""four seasons"",
    ""B"": ""gulmohar grand"",
    ""C"": ""koryo hotel"",
    ""D"": ""sheraton""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""Algeria""
}",C,"{""answer_choice"":""C""}",C
New-spme-76_99,New-spme-76,North_Korea,"What is the most popular place in North Korea to celebrate Independence Day? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. local library
B. mexico city
C. square in fron of the statue
D. tiananmen

Answer:","{
    ""A"": ""local library"",
    ""B"": ""mexico city"",
    ""C"": ""square in fron of the statue"",
    ""D"": ""tiananmen""
}","{
    ""A"": ""dummy"",
    ""B"": ""Mexico"",
    ""C"": ""North_Korea"",
    ""D"": ""China""
}",C,"{""answer_choice"":""C""}",C
